id,filtered_words_array,features,label_index
F004,"['join', 'trade', 'defense', 'religious', 'fine', 'describe', 'ever.', 'side', 'run', 'yard', 'office.', '—', 'shocking', 'claims', 'secret', 'cure', 'surface', 'internet.']","(10000,[266,419,424,503,3543,3892,4293,5850,6431,6747,7085,7281,7765,7936,8338,8404,8952,9781],[4.830311739964974,4.42484663185681,3.914021008090819,0.691153161953081,4.270695952029551,2.5530444549552183,4.830311739964974,0.691153161953081,4.137164559405029,2.5530444549552183,4.270695952029551,0.6832166123573445,5.523458920524919,0.691153161953081,0.691153161953081,5.523458920524919,4.42484663185681,4.137164559405029])",0.0
F220,"['next', 'camera', 'front', 'memory', 'democrat.', 'evening', 'tough', 'man.', 'among', 'use', 'glass', 'sister', 'seek', 'culture.', '—', 'shocking', 'claims', 'celebrity', 'scandal', 'surface', 'internet.']","(10000,[171,503,504,1650,3486,3521,4046,4921,5133,5286,5447,5703,5850,6932,6941,7281,7362,7936,8273,8338,9924],[4.137164559405029,0.691153161953081,4.270695952029551,4.019381523748645,2.849310271098391,3.914021008090819,5.523458920524919,2.849310271098391,4.42484663185681,3.7316994512968646,3.5085558999826545,4.830311739964974,0.691153161953081,4.270695952029551,3.7316994512968646,0.6832166123573445,4.830311739964974,0.691153161953081,4.607168188650764,0.691153161953081,4.830311739964974])",0.0
F121,"['deal', 'energy', 'option', 'view', 'fill', 'street.', 'game', 'bar', 'friend', 'center.', 'page', 'public', 'pick', 'question', 'scientist', 'thing.', '—', 'shocking', 'claims', 'hoax', 'surface', 'internet.']","(10000,[488,503,1433,1770,2735,2827,2947,4377,5850,6226,6575,7281,7293,7332,7372,7936,8307,8338,8975,9372,9613,9727],[4.137164559405029,0.691153161953081,4.270695952029551,2.8844015909096608,5.117993812416755,4.137164559405029,4.270695952029551,2.60568818844064,0.691153161953081,3.914021008090819,5.117993812416755,0.6832166123573445,4.137164559405029,4.607168188650764,4.42484663185681,0.691153161953081,3.914021008090819,0.691153161953081,4.019381523748645,4.42484663185681,4.270695952029551,4.270695952029551])",0.0
F245,"['base', 'listen', 'type', 'step', 'management', 'claim', 'bed.', '—', 'shocking', 'claims', 'mind', 'control', 'surface', 'internet.']","(10000,[429,503,1208,1241,1558,3184,3526,5850,7281,7936,8173,8338,8937,9166],[4.270695952029551,0.691153161953081,2.849310271098391,4.019381523748645,4.830311739964974,2.7826188965997183,4.270695952029551,0.691153161953081,0.6832166123573445,0.691153161953081,3.7316994512968646,0.691153161953081,3.914021008090819,4.830311739964974])",0.0
R035,"['fly', 'bank', 'camera', 'speak.', 'different', 'sense', 'put.', 'lay', 'manager', 'vote', 'compare', 'never', 'course.', 'experts', 'discuss', 'ongoing', 'developments', 'climate', 'change.']","(10000,[281,821,1650,1652,2059,3614,4475,4499,4506,4687,5447,5476,5750,5944,6683,8982,9214,9246,9462],[4.137164559405029,2.849310271098391,4.019381523748645,4.137164559405029,2.7200985396183848,0.6753425559264385,4.019381523748645,4.830311739964974,0.691153161953081,0.6832166123573445,3.5085558999826545,4.607168188650764,5.523458920524919,4.019381523748645,4.830311739964974,4.270695952029551,3.914021008090819,4.607168188650764,0.691153161953081])",1.0
R024,"['appear', 'way', 'already', 'half', 'father', 'glass.', 'collection', 'choice', 'make', 'claim', 'push.', 'experts', 'discuss', 'ongoing', 'developments', 'education.']","(10000,[594,1780,1800,3525,3614,4506,4687,5047,6053,7074,8182,8209,8937,9391,9432,9462],[5.117993812416755,3.7316994512968646,4.42484663185681,4.137164559405029,0.6753425559264385,0.691153161953081,0.6832166123573445,2.60568818844064,3.577548771469606,3.0811118851557153,4.019381523748645,4.019381523748645,3.914021008090819,3.7316994512968646,3.8187108282864943,0.691153161953081])",1.0
F079,"['beautiful', 'seven', 'decide.', 'focus', 'success', 'front.', 'bad', 'management', 'sort', 'finish.', '—', 'shocking', 'claims', 'miracle', 'drug', 'surface', 'internet.']","(10000,[503,1241,1256,1273,3931,4253,4310,5720,5850,7281,7688,7850,7860,7936,7956,8338,9828],[0.691153161953081,4.019381523748645,3.125563647726549,3.577548771469606,3.914021008090819,4.830311739964974,5.117993812416755,3.7316994512968646,0.691153161953081,0.6832166123573445,4.830311739964974,4.137164559405029,2.849310271098391,0.691153161953081,4.137164559405029,0.691153161953081,4.019381523748645])",0.0
R094,"['foot', 'responsibility', 'local', 'become.', 'yard', 'assume', 'audience', 'about.', 'reveal', 'approach', 'total', 'south', 'matter.', 'experts', 'discuss', 'ongoing', 'developments', 'policy.']","(10000,[228,424,1312,1507,2176,2664,3095,3502,3614,4506,4687,4816,6279,6944,7890,7968,9462,9714],[4.137164559405029,3.914021008090819,4.42484663185681,4.019381523748645,5.523458920524919,4.019381523748645,4.019381523748645,4.137164559405029,0.6753425559264385,0.691153161953081,0.6832166123573445,4.019381523748645,4.019381523748645,2.7826188965997183,4.607168188650764,5.117993812416755,0.691153161953081,5.523458920524919])",1.0
R040,"['newspaper', 'box', 'site', 'partner', 'list.', 'view', 'mission', 'air', 'interest', 'cost', 'entire', 'action.', 'worker', 'evidence', 'city', 'need', 'local', 'city', 'crime.', 'experts', 'discuss', 'ongoing', 'developments', 'policy.']","(10000,[70,88,116,228,278,2054,2676,3238,3614,4490,4506,4687,5495,5891,6069,6537,6944,7293,7922,8824,8961,9213,9462],[4.137164559405029,4.137164559405029,4.42484663185681,4.137164559405029,5.523458920524919,4.42484663185681,4.42484663185681,4.270695952029551,0.6753425559264385,4.019381523748645,0.691153161953081,0.6832166123573445,9.660623479929948,4.607168188650764,3.7316994512968646,4.42484663185681,2.7826188965997183,4.137164559405029,3.8187108282864943,4.270695952029551,5.523458920524919,5.523458920524919,0.691153161953081])",1.0
F170,"['relate', 'nature', 'eat', 'wrong.', 'bed', 'even', 'half', 'spring', 'seem', 'article', 'population.', 'trade', 'page', 'expert', 'put.', '—', 'shocking', 'claims', 'immortal', 'jellyfish', 'surface', 'internet.']","(10000,[419,503,914,988,1644,1702,1780,2066,2588,2827,3611,4905,5476,5850,6406,6599,7276,7281,7936,8338,9497,9876],[4.42484663185681,0.691153161953081,4.137164559405029,4.830311739964974,4.137164559405029,4.607168188650764,3.7316994512968646,2.7508701982851385,4.270695952029551,4.137164559405029,3.914021008090819,5.117993812416755,4.607168188650764,0.691153161953081,4.270695952029551,5.117993812416755,4.019381523748645,0.6832166123573445,0.691153161953081,0.691153161953081,4.607168188650764,2.7508701982851385])",0.0
F130,"['water', 'help', 'home', 'force', 'keep', 'western.', 'mention', 'whole', 'throw', 'be.', 'technology', 'hear', 'hundred', 'work.', '—', 'shocking', 'claims', 'immortal', 'jellyfish', 'surface', 'internet.']","(10000,[360,391,503,627,1020,2066,2589,2907,3365,3497,4842,5175,5850,6562,7281,7936,8325,8338,9347,9594,9876],[4.42484663185681,4.270695952029551,0.691153161953081,4.019381523748645,2.455405985391302,2.7508701982851385,3.383392757028649,4.42484663185681,4.42484663185681,4.019381523748645,4.137164559405029,4.42484663185681,0.691153161953081,5.523458920524919,0.6832166123573445,0.691153161953081,4.607168188650764,0.691153161953081,4.607168188650764,4.137164559405029,2.7508701982851385])",0.0
R085,"['order', 'successful', 'cultural', 'run.', 'example', 'happen', 'party', 'possible', 'ball', 'carry.', 'experts', 'discuss', 'ongoing', 'developments', 'economic', 'growth.']","(10000,[1226,1379,3614,3881,4506,4687,4704,5659,6100,7492,7912,9034,9144,9233,9462,9606],[4.137164559405029,4.42484663185681,0.6753425559264385,5.523458920524919,0.691153161953081,0.6832166123573445,4.42484663185681,5.117993812416755,4.019381523748645,4.270695952029551,5.117993812416755,2.8844015909096608,2.6902455764687034,4.270695952029551,0.691153161953081,4.270695952029551])",1.0
R054,"['stage', 'past', 'away', 'relationship', 'final', 'pm.', 'medical', 'mouth', 'young', 'republican', 'old', 'right.', 'stuff', 'first', 'baby', 'everything', 'treat.', 'experts', 'discuss', 'ongoing', 'developments', 'budget', 'report.']","(10000,[30,1348,1653,2660,3614,3737,4260,4506,4616,4687,4991,5432,6403,6486,7083,7497,7722,7809,8268,9066,9156,9275,9462],[3.914021008090819,4.607168188650764,4.607168188650764,4.830311739964974,0.6753425559264385,3.914021008090819,4.019381523748645,0.691153161953081,3.914021008090819,0.6832166123573445,2.60568818844064,2.7508701982851385,4.137164559405029,4.830311739964974,4.607168188650764,4.830311739964974,4.830311739964974,4.137164559405029,4.019381523748645,4.42484663185681,3.7316994512968646,3.914021008090819,0.691153161953081])",1.0
R047,"['think', 'national', 'threat', 'exactly', 'pm.', 'simply', 'worker', 'player.', 'street', 'whatever', 'follow', 'left.', 'experts', 'discuss', 'ongoing', 'developments', 'technology', 'breakthrough.']","(10000,[1020,1642,2096,2227,2263,2335,2676,3614,3684,4506,4687,5134,6486,7695,7910,8070,9367,9462],[2.455405985391302,4.607168188650764,4.42484663185681,2.7200985396183848,4.830311739964974,4.137164559405029,4.42484663185681,0.6753425559264385,4.607168188650764,0.691153161953081,0.6832166123573445,5.117993812416755,4.830311739964974,3.8187108282864943,4.607168188650764,4.270695952029551,4.019381523748645,0.691153161953081])",1.0
R199,"['station', 'program', 'financial', 'article', 'laugh', 'whether', 'spring.', 'character', 'board', 'discover', 'beautiful', 'edge', 'game', 'must', 'example.', 'experts', 'discuss', 'ongoing', 'developments', 'economic', 'growth.']","(10000,[573,1023,1273,1702,1834,3406,3614,3921,4170,4506,4687,4867,7098,7407,7454,8415,8975,9034,9144,9183,9462],[4.830311739964974,3.8187108282864943,3.577548771469606,4.607168188650764,5.117993812416755,3.914021008090819,0.6753425559264385,4.019381523748645,4.42484663185681,0.691153161953081,0.6832166123573445,4.42484663185681,4.270695952029551,4.270695952029551,4.42484663185681,4.270695952029551,4.019381523748645,2.8844015909096608,2.6902455764687034,5.117993812416755,0.691153161953081])",1.0
F062,"['guy', 'hope', 'prepare', 'natural.', 'billion', 'class', 'bring.', '—', 'shocking', 'claims', 'miracle', 'drug', 'surface', 'internet.']","(10000,[94,258,503,1256,1766,2286,4007,4237,5850,6000,7281,7860,7936,8338],[4.42484663185681,4.137164559405029,0.691153161953081,3.125563647726549,4.607168188650764,4.019381523748645,4.42484663185681,5.523458920524919,0.691153161953081,3.8187108282864943,0.6832166123573445,2.849310271098391,0.691153161953081,0.691153161953081])",0.0
R244,"['certain', 'several', 'side', 'evening.', 'leader', 'hit', 'job', 'reality.', 'experts', 'discuss', 'ongoing', 'developments', 'technology', 'breakthrough.']","(10000,[557,1020,1526,2227,3082,3614,4011,4506,4687,8252,9227,9288,9462,9781],[3.914021008090819,2.455405985391302,3.577548771469606,2.7200985396183848,5.117993812416755,0.6753425559264385,4.830311739964974,0.691153161953081,0.6832166123573445,3.914021008090819,4.270695952029551,4.270695952029551,0.691153161953081,4.137164559405029])",1.0
R107,"['board', 'campaign', 'president', 'avoid', 'civil', 'six', 'reduce.', 'experts', 'discuss', 'ongoing', 'developments', 'election.']","(10000,[593,1306,1388,3556,3614,4506,4687,5401,6077,6675,7454,9462],[4.137164559405029,3.7316994512968646,4.42484663185681,2.849310271098391,0.6753425559264385,0.691153161953081,0.6832166123573445,4.607168188650764,4.270695952029551,4.607168188650764,4.42484663185681,0.691153161953081])",1.0
F148,"['way', 'simple', 'structure', 'wish', 'significant', 'little.', 'speech', 'hour', 'rule', 'on.', '—', 'shocking', 'claims', 'aliens', 'surface', 'internet.']","(10000,[343,495,502,503,527,650,2913,2996,5611,5850,7281,7709,7936,8338,8552,9391],[4.137164559405029,4.270695952029551,4.137164559405029,0.691153161953081,3.8187108282864943,2.958509563063383,3.577548771469606,3.6516567436233283,4.607168188650764,0.691153161953081,0.6832166123573445,4.830311739964974,0.691153161953081,0.691153161953081,4.270695952029551,3.7316994512968646])",0.0
F023,"['risk', 'loss', 'phone', 'arm', 'stand', 'education', 'perform.', 'reality', 'machine', 'back.', '—', 'shocking', 'claims', 'mind', 'control', 'surface', 'internet.']","(10000,[503,680,1208,1626,2110,3184,3984,5329,5530,5850,6886,7281,7936,8040,8338,8794,9513],[0.691153161953081,4.137164559405029,2.849310271098391,4.270695952029551,5.523458920524919,2.7826188965997183,4.607168188650764,4.137164559405029,4.607168188650764,0.691153161953081,4.137164559405029,0.6832166123573445,0.691153161953081,3.8187108282864943,0.691153161953081,4.270695952029551,3.383392757028649])",0.0
R075,"['third', 'behind', 'adult', 'scene.', 'design', 'network', 'new', 'parent', 'staff', 'allow', 'reduce.', 'experts', 'discuss', 'ongoing', 'developments', 'budget', 'report.']","(10000,[72,585,3614,3922,4346,4506,4687,4835,4991,5432,6077,6224,8771,9152,9372,9462,9932],[4.137164559405029,3.914021008090819,0.6753425559264385,4.019381523748645,3.914021008090819,0.691153161953081,0.6832166123573445,4.607168188650764,2.60568818844064,2.7508701982851385,4.270695952029551,3.914021008090819,3.6516567436233283,4.42484663185681,4.42484663185681,0.691153161953081,4.42484663185681])",1.0
R220,"['threat', 'material', 'fall', 'role', 'effort', 'treatment.', 'across', 'adult', 'court', 'oil', 'allow.', 'experts', 'discuss', 'ongoing', 'developments', 'public', 'health.']","(10000,[72,1770,3143,3231,3350,3614,3729,4506,4568,4687,5726,6035,6219,7074,7601,8070,9462],[4.137164559405029,2.8844015909096608,4.830311739964974,4.42484663185681,4.019381523748645,0.6753425559264385,4.019381523748645,0.691153161953081,4.830311739964974,0.6832166123573445,3.5085558999826545,3.4440173788450834,3.125563647726549,3.0811118851557153,5.117993812416755,4.270695952029551,0.691153161953081])",1.0
R099,"['prove', 'light', 'popular', 'recently', 'social', 'rock', 'conference', 'six.', 'series', 'happy', 'pay', 'evidence', 'learn', 'church', 'major.', 'experts', 'discuss', 'ongoing', 'developments', 'economic', 'growth.']","(10000,[574,823,1273,1720,2034,2054,3004,3614,4463,4506,4687,4897,5214,5347,5657,5967,6148,9034,9144,9462,9829],[4.270695952029551,3.7316994512968646,3.577548771469606,4.42484663185681,4.270695952029551,4.42484663185681,5.523458920524919,0.6753425559264385,3.914021008090819,0.691153161953081,0.6832166123573445,3.577548771469606,4.42484663185681,4.137164559405029,4.019381523748645,4.270695952029551,3.8187108282864943,2.8844015909096608,2.6902455764687034,0.691153161953081,5.117993812416755])",1.0
F066,"['clear', 'lawyer', 'child', 'window', 'enter', 'recognize.', 'act', 'president', 'within', 'mention', 'high', 'anything.', 'away', 'statement', 'authority', 'thought', 'center', 'party', 'organization', 'actually.', 'show', 'future.', '—', 'shocking', 'claims', 'flat', 'earth', 'surface', 'internet.']","(10000,[55,503,1176,1306,1364,1379,1480,1611,2116,2403,2907,2918,3737,3888,4019,5850,6928,7244,7281,7381,7435,7751,7936,8338,8547,9021,9676,9817],[3.914021008090819,0.691153161953081,4.137164559405029,3.7316994512968646,4.137164559405029,4.42484663185681,4.137164559405029,4.019381523748645,4.42484663185681,4.42484663185681,4.42484663185681,3.0385522707369192,3.914021008090819,4.607168188650764,3.8187108282864943,0.691153161953081,4.607168188650764,3.577548771469606,0.6832166123573445,4.607168188650764,4.019381523748645,4.830311739964974,0.691153161953081,0.691153161953081,4.830311739964974,4.607168188650764,3.0385522707369192,7.155097542939212])",0.0
F060,"['mrs', 'sit', 'prevent.', 'blue', 'benefit', 'environmental.', 'trip', 'whatever', 'information', 'husband', 'around', 'collection.', '—', 'shocking', 'claims', 'flat', 'earth', 'surface', 'internet.']","(10000,[503,2338,2918,3652,5653,5768,5782,5850,6197,6946,7208,7281,7695,7936,8190,8338,9216,9676,9751],[0.691153161953081,5.117993812416755,3.0385522707369192,4.42484663185681,4.607168188650764,4.019381523748645,4.270695952029551,0.691153161953081,4.270695952029551,4.137164559405029,4.42484663185681,0.6832166123573445,3.8187108282864943,0.691153161953081,3.914021008090819,0.691153161953081,5.523458920524919,3.0385522707369192,4.270695952029551])",0.0
F022,"['skill', 'side', 'minute', 'teach', 'still.', 'national', 'building', 'operation.', '—', 'shocking', 'claims', 'government', 'cover-up', 'surface', 'internet.']","(10000,[503,1649,2259,3357,5850,5852,5887,7281,7910,7936,8338,8522,9781,9813,9968],[0.691153161953081,4.607168188650764,2.8154087194227095,3.577548771469606,0.691153161953081,4.607168188650764,3.914021008090819,0.6832166123573445,4.607168188650764,0.691153161953081,0.691153161953081,4.019381523748645,4.137164559405029,2.997730276216664,4.137164559405029])",0.0
F127,"['view', 'technology', 'keep', 'hot', 'home.', 'charge', 'ground', 'series', 'political', 'garden', 'tree', 'four.', '—', 'shocking', 'claims', 'mind', 'control', 'surface', 'internet.']","(10000,[503,1020,1208,3184,3935,4463,5850,5861,5871,5936,6487,6812,7281,7293,7936,7960,8338,9594,9693],[0.691153161953081,2.455405985391302,2.849310271098391,2.7826188965997183,4.137164559405029,3.914021008090819,0.691153161953081,4.830311739964974,4.607168188650764,4.607168188650764,3.8187108282864943,4.607168188650764,0.6832166123573445,4.137164559405029,0.691153161953081,5.523458920524919,0.691153161953081,4.137164559405029,4.137164559405029])",0.0
R212,"['near', 'young', 'law', 'discover', 'certain.', 'financial', 'religious', 'crime', 'hour', 'window', 'teacher', 'enter.', 'experts', 'discuss', 'ongoing', 'developments', 'education.']","(10000,[527,731,2403,3614,3979,4170,4293,4506,4687,5047,5268,5974,7407,7809,8708,9380,9462],[3.8187108282864943,4.42484663185681,4.42484663185681,0.6753425559264385,4.42484663185681,4.42484663185681,4.830311739964974,0.691153161953081,0.6832166123573445,2.60568818844064,4.137164559405029,3.6516567436233283,4.270695952029551,4.137164559405029,3.5085558999826545,5.523458920524919,0.691153161953081])",1.0
F119,"['animal', 'item', 'stage', 'general', 'vote', 'series.', 'fast', 'lay', 'back', 'push', 'simple.', 'everything', 'among', 'east', 'its.', '—', 'shocking', 'claims', 'mind', 'control', 'surface', 'internet.']","(10000,[30,503,1208,1916,3184,4475,4805,5465,5850,5978,6576,7015,7281,7360,7362,7936,8338,8430,8667,9156,9214,9263],[3.914021008090819,0.691153161953081,2.849310271098391,4.607168188650764,2.7826188965997183,4.019381523748645,5.117993812416755,3.7316994512968646,0.691153161953081,4.42484663185681,4.270695952029551,5.117993812416755,0.6832166123573445,4.607168188650764,4.830311739964974,0.691153161953081,0.691153161953081,5.117993812416755,5.523458920524919,3.7316994512968646,3.914021008090819,3.914021008090819])",0.0
F103,"['fast', 'phone', 'according', 'training.', 'say', 'cultural', 'station', 'address', 'change', 'effect', 'daughter.', 'movie', 'friend', 'new', 'building', 'truth', 'talk.', '—', 'shocking', 'claims', 'hoax', 'surface', 'internet.']","(10000,[387,488,503,585,1439,1626,2069,2764,3809,4377,4454,5850,5852,5862,6324,6836,7281,7564,7936,8338,8415,9233,9263],[4.830311739964974,4.137164559405029,0.691153161953081,3.914021008090819,3.577548771469606,4.270695952029551,4.830311739964974,5.117993812416755,5.117993812416755,2.60568818844064,3.914021008090819,0.691153161953081,4.607168188650764,4.607168188650764,4.019381523748645,4.830311739964974,0.6832166123573445,4.830311739964974,0.691153161953081,0.691153161953081,4.270695952029551,4.270695952029551,3.914021008090819])",0.0
F191,"['growth', 'character', 'popular', 'take.', 'win', 'half', 'instead', 'congress.', 'amount', 'health', 'tv', 'feeling', 'pressure', 'your.', '—', 'shocking', 'claims', 'mind', 'control', 'surface', 'internet.']","(10000,[320,503,613,1208,1780,2398,2513,3184,4198,4357,4527,4547,4867,5661,5850,6148,7222,7281,7936,8338,8805],[4.137164559405029,0.691153161953081,3.914021008090819,2.849310271098391,3.7316994512968646,4.137164559405029,5.117993812416755,2.7826188965997183,5.117993812416755,5.117993812416755,5.117993812416755,4.42484663185681,4.42484663185681,4.137164559405029,0.691153161953081,3.8187108282864943,4.137164559405029,0.6832166123573445,0.691153161953081,0.691153161953081,4.019381523748645])",0.0
F002,"['congress', 'soldier', 'democratic', 'bed.', 'market', 'tough', 'theory', 'dream', 'door', 'local.', 'leave', 'memory', 'teacher', 'local', 'need.', '—', 'shocking', 'claims', 'mind', 'control', 'surface', 'internet.']","(10000,[228,503,1208,1468,2366,2657,2913,3184,4141,4847,5447,5606,5850,6544,6941,7281,7936,8338,8708,8728,9166,9325],[4.137164559405029,0.691153161953081,2.849310271098391,4.607168188650764,4.137164559405029,3.4440173788450834,3.577548771469606,2.7826188965997183,4.42484663185681,4.019381523748645,3.5085558999826545,4.270695952029551,0.691153161953081,4.830311739964974,3.7316994512968646,0.6832166123573445,0.691153161953081,0.691153161953081,3.5085558999826545,3.6516567436233283,4.830311739964974,4.830311739964974])",0.0
R155,"['help', 'camera', 'reason', 'defense', 'environment', 'own.', 'experts', 'discuss', 'ongoing', 'developments', 'election.']","(10000,[1650,2407,2944,3543,3556,3614,4506,4687,7813,9347,9462],[4.019381523748645,4.830311739964974,5.117993812416755,4.270695952029551,2.849310271098391,0.6753425559264385,0.691153161953081,0.6832166123573445,4.42484663185681,4.607168188650764,0.691153161953081])",1.0
R006,"['number', 'pull', 'them.', 'simple', 'maybe', 'ever', 'water', 'perform.', 'exactly', 'agent', 'worry', 'key.', 'experts', 'discuss', 'ongoing', 'developments', 'technology', 'breakthrough.']","(10000,[1020,2096,2227,2589,2913,3614,4506,4657,4687,4818,5016,5594,6597,8343,8519,8957,9462,9513],[2.455405985391302,4.42484663185681,2.7200985396183848,3.383392757028649,3.577548771469606,0.6753425559264385,0.691153161953081,4.830311739964974,0.6832166123573445,4.607168188650764,3.914021008090819,4.830311739964974,4.42484663185681,4.270695952029551,4.42484663185681,4.42484663185681,0.691153161953081,3.383392757028649])",1.0
F086,"['service', 'beautiful', 'sign', 'least', 'international', 'view.', 'discussion', 'responsibility', 'social', 'approach', 'affect', 'degree.', 'degree', 'husband', 'idea', 'build', 'challenge.', '—', 'shocking', 'claims', 'government', 'cover-up', 'surface', 'internet.']","(10000,[188,503,823,1273,1634,2252,2259,3014,3095,3502,4928,5315,5850,5958,5972,6055,6756,7208,7281,7936,8172,8338,9813,9943],[4.42484663185681,0.691153161953081,3.7316994512968646,3.577548771469606,4.137164559405029,3.914021008090819,2.8154087194227095,3.914021008090819,4.019381523748645,4.137164559405029,5.523458920524919,3.7316994512968646,0.691153161953081,4.607168188650764,4.830311739964974,4.607168188650764,3.914021008090819,4.42484663185681,0.6832166123573445,0.691153161953081,5.117993812416755,0.691153161953081,2.997730276216664,4.607168188650764])",0.0
R168,"['continue', 'sense', 'speak', 'available.', 'run', 'development', 'quite', 'whose.', 'experts', 'discuss', 'ongoing', 'developments', 'election.']","(10000,[266,743,2481,2871,3556,3614,4506,4687,4732,5447,6056,6383,9462],[4.830311739964974,3.6516567436233283,3.8187108282864943,4.270695952029551,2.849310271098391,0.6753425559264385,0.691153161953081,0.6832166123573445,4.137164559405029,3.5085558999826545,4.019381523748645,5.117993812416755,0.691153161953081])",1.0
R077,"['hit', 'book', 'price', 'skin', 'action', 'line', 'husband.', 'contain', 'anyone', 'opportunity', 'bag', 'tend', 'night.', 'experts', 'discuss', 'ongoing', 'developments', 'public', 'health.']","(10000,[393,415,666,1182,1738,1770,1810,3222,3614,4506,4687,5833,6219,6633,6976,7493,8252,9142,9462],[4.019381523748645,3.8187108282864943,4.019381523748645,3.8187108282864943,4.270695952029551,2.8844015909096608,4.42484663185681,5.523458920524919,0.6753425559264385,0.691153161953081,0.6832166123573445,5.117993812416755,3.125563647726549,4.607168188650764,4.607168188650764,4.019381523748645,3.914021008090819,4.607168188650764,0.691153161953081])",1.0
F209,"['movie', 'effect', 'model', 'sound', 'even', 'top', 'agreement.', '—', 'shocking', 'claims', 'hoax', 'surface', 'internet.']","(10000,[503,1439,4377,5328,5850,6166,6324,6406,7102,7281,7936,8338,9892],[0.691153161953081,3.577548771469606,2.60568818844064,3.577548771469606,0.691153161953081,4.137164559405029,4.019381523748645,4.270695952029551,4.019381523748645,0.6832166123573445,0.691153161953081,0.691153161953081,5.117993812416755])",0.0
R236,"['almost', 'buy', 'moment', 'send', 'must.', 'send', 'available', 'matter', 'hot', 'win.', 'sport', 'wife', 'tonight.', 'experts', 'discuss', 'ongoing', 'developments', 'public', 'health.']","(10000,[80,1770,2402,2475,3021,3401,3614,3739,4506,4687,5523,6219,6436,8278,8566,9184,9462,9693],[4.137164559405029,2.8844015909096608,4.270695952029551,3.914021008090819,4.607168188650764,4.607168188650764,0.6753425559264385,5.523458920524919,0.691153161953081,0.6832166123573445,8.274329118810059,3.125563647726549,5.523458920524919,4.137164559405029,4.270695952029551,4.830311739964974,0.691153161953081,4.137164559405029])",1.0
F186,"['prepare', 'nature', 'president', 'tonight.', 'east', 'ability', 'role', 'say.', '—', 'shocking', 'claims', 'aliens', 'surface', 'internet.']","(10000,[503,650,1306,2286,3350,3611,3681,5739,5850,6576,7281,7936,8338,9184],[0.691153161953081,2.958509563063383,3.7316994512968646,4.019381523748645,4.019381523748645,3.914021008090819,4.42484663185681,4.42484663185681,0.691153161953081,4.270695952029551,0.6832166123573445,0.691153161953081,0.691153161953081,4.830311739964974])",0.0
R243,"['oil', 'professional.', 'experts', 'discuss', 'ongoing', 'developments', 'public', 'health.']","(10000,[1770,3614,4506,4687,6035,6219,7691,9462],[2.8844015909096608,0.6753425559264385,0.691153161953081,0.6832166123573445,3.4440173788450834,3.125563647726549,5.523458920524919,0.691153161953081])",1.0
F094,"['sure', 'particularly', 'property', 'time.', 'heavy', 'cost', 'either.', '—', 'shocking', 'claims', 'immortal', 'jellyfish', 'surface', 'internet.']","(10000,[503,1821,2066,2733,4490,5276,5850,6443,7281,7632,7936,8338,8949,9876],[0.691153161953081,4.607168188650764,2.7508701982851385,5.117993812416755,4.019381523748645,5.523458920524919,0.691153161953081,3.383392757028649,0.6832166123573445,5.117993812416755,0.691153161953081,0.691153161953081,4.270695952029551,2.7508701982851385])",0.0
R032,"['plan', 'wrong', 'bed', 'fund', 'agree.', 'gas', 'wear', 'air', 'end', 'quite', 'real', 'stop.', 'everything', 'suffer', 'road.', 'experts', 'discuss', 'ongoing', 'developments', 'economic', 'growth.']","(10000,[88,453,1831,3614,4506,4638,4687,5607,6056,6123,6135,6512,6521,6581,6917,9034,9144,9156,9462,9497,9691],[4.137164559405029,4.137164559405029,5.117993812416755,0.6753425559264385,0.691153161953081,4.42484663185681,0.6832166123573445,4.270695952029551,4.019381523748645,4.607168188650764,4.42484663185681,4.019381523748645,5.117993812416755,4.270695952029551,5.117993812416755,2.8844015909096608,2.6902455764687034,3.7316994512968646,0.691153161953081,4.607168188650764,4.270695952029551])",1.0
R033,"['either', 'cause', 'director', 'large', 'break', 'society', 'firm.', 'popular', 'president', 'often', 'check', 'number', 'know.', 'rather', 'memory', 'break', 'able', 'well', 'care.', 'experts', 'discuss', 'ongoing', 'developments', 'education.']","(10000,[7,157,316,327,668,843,1306,1853,2551,2837,3496,3614,3901,4506,4687,5047,5390,6148,6941,7022,8519,9126,9462],[4.270695952029551,3.7316994512968646,3.914021008090819,3.8187108282864943,8.03876304749729,5.523458920524919,3.7316994512968646,4.607168188650764,4.830311739964974,3.8187108282864943,3.6516567436233283,0.6753425559264385,4.42484663185681,0.691153161953081,0.6832166123573445,2.60568818844064,5.117993812416755,3.8187108282864943,3.7316994512968646,4.607168188650764,4.42484663185681,4.42484663185681,0.691153161953081])",1.0
R045,"['lay', 'majority', 'claim', 'similar', 'free', 'mouth.', 'second', 'buy', 'leave.', 'experts', 'discuss', 'ongoing', 'developments', 'technology', 'breakthrough.']","(10000,[80,1020,1073,1769,2227,3283,3614,4475,4506,4687,7046,8937,9244,9256,9462],[4.137164559405029,2.455405985391302,4.019381523748645,5.523458920524919,2.7200985396183848,4.830311739964974,0.6753425559264385,4.019381523748645,0.691153161953081,0.6832166123573445,4.019381523748645,3.914021008090819,4.137164559405029,4.270695952029551,0.691153161953081])",1.0
